,BHK,Size,Floor,Bathroom,city_status_Bangalore,city_status_Chennai,city_status_Delhi,city_status_Hyderabad,city_status_Kolkata,city_status_Mumbai,Furnishing_status_Furnished,Furnishing_status_Semi-Furnished,Furnishing_status_Unfurnished,Tenant_preferred_Bachelors,Tenant_preferred_Bachelors/Family,Tenant_preferred_Family
1159,3,1915,8,4,0,0,0,0,0,1,0,1,0,0,0,1
1160,4,2308,9,6,0,0,0,0,0,1,0,1,0,0,1,0
1161,3,1250,11,3,0,0,0,0,0,1,0,1,0,0,0,1
1162,2,625,6,2,0,0,0,0,0,1,0,1,0,1,0,0
1163,4,2200,7,4,0,0,0,0,0,1,1,0,0,0,0,1
1164,2,870,5,2,0,0,0,0,0,1,1,0,0,0,1,0
1165,3,1300,4,3,0,0,0,0,0,1,0,1,0,0,1,0
1166,2,750,2,2,0,0,0,0,0,1,0,0,1,0,0,1
1167,2,750,2,2,0,0,0,0,0,1,1,0,0,1,0,0
1168,2,550,3,2,0,0,0,0,0,1,1,0,0,0,1,0
1169,4,1250,2,4,0,0,0,0,0,1,1,0,0,0,0,1
1170,3,1400,11,3,0,0,0,0,0,1,0,1,0,0,0,1
1171,3,1330,32,4,0,0,0,0,0,1,0,1,0,0,0,1
1172,3,1000,5,3,0,0,0,0,0,1,0,1,0,0,1,0
1173,2,770,4,2,0,0,0,0,0,1,0,0,1,0,1,0
1174,2,800,3,2,0,0,0,0,0,1,0,0,1,0,0,1
1175,4,1691,20,6,0,0,0,0,0,1,0,1,0,0,1,0
1176,1,550,12,2,0,0,0,0,0,1,1,0,0,1,0,0
1177,2,800,10,2,0,0,0,0,0,1,0,0,1,0,0,1
1178,2,615,6,2,0,0,0,0,0,1,0,0,1,0,0,1
1179,2,663,25,2,0,0,0,0,0,1,0,0,1,0,1,0
1180,1,400,3,1,0,0,0,0,0,1,0,1,0,0,1,0
1181,2,625,9,2,0,0,0,0,0,1,1,0,0,1,0,0
1182,4,1432,12,3,0,0,0,0,0,1,0,0,1,0,1,0
1183,1,425,3,1,0,0,0,0,0,1,0,0,1,1,0,0
1184,2,649,5,2,0,0,0,0,0,1,0,1,0,1,0,0
1185,2,905,10,2,0,0,0,0,0,1,0,0,1,1,0,0
1186,2,882,10,2,0,0,0,0,0,1,0,0,1,1,0,0
1187,3,1200,4,3,0,0,0,0,0,1,1,0,0,0,1,0
1188,2,736,16,2,0,0,0,0,0,1,0,0,1,0,0,1
1189,3,1710,25,3,0,0,0,0,0,1,1,0,0,0,1,0
1190,1,225,3,1,0,0,0,0,0,1,0,0,1,1,0,0
1191,2,720,101,2,0,0,0,0,0,1,0,0,1,0,1,0
1192,1,555,6,1,0,0,0,0,0,1,0,0,1,1,0,0
1193,1,415,2,1,0,0,0,0,0,1,0,0,1,0,1,0
1194,2,649,4,2,0,0,0,0,0,1,0,1,0,1,0,0
1195,3,1000,3,2,0,0,0,0,0,1,1,0,0,1,0,0
1196,2,1300,101,2,0,0,0,0,0,1,1,0,0,0,1,0
1197,2,1065,15,2,0,0,0,0,0,1,1,0,0,0,1,0
1198,2,854,15,2,0,0,0,0,0,1,0,1,0,0,1,0
1199,3,1200,5,3,0,0,0,0,0,1,1,0,0,0,1,0
1200,1,500,8,1,0,0,0,0,0,1,0,0,1,1,0,0
1201,3,906,7,3,0,0,0,0,0,1,0,1,0,0,1,0
1202,3,1800,11,4,0,0,0,0,0,1,1,0,0,0,1,0
1203,2,500,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1204,1,450,2,1,0,0,0,0,0,1,0,0,1,0,1,0
1205,3,1130,3,3,0,0,0,0,0,1,0,1,0,0,1,0
1206,1,495,5,2,0,0,0,0,0,1,1,0,0,0,1,0
1207,1,407,5,2,0,0,0,0,0,1,0,0,1,0,1,0
1208,3,1092,60,3,0,0,0,0,0,1,0,1,0,0,0,1
1209,2,610,11,2,0,0,0,0,0,1,0,0,1,0,0,1
1210,1,500,13,2,0,0,0,0,0,1,1,0,0,0,1,0
1211,2,750,4,2,0,0,0,0,0,1,0,0,1,0,1,0
1212,2,750,6,2,0,0,0,0,0,1,1,0,0,1,0,0
1213,2,850,6,2,0,0,0,0,0,1,1,0,0,0,1,0
1214,1,350,5,1,0,0,0,0,0,1,0,0,1,0,1,0
1215,1,300,2,1,0,0,0,0,0,1,0,1,0,0,1,0
1216,1,695,2,2,0,0,0,0,0,1,1,0,0,0,1,0
1217,1,415,15,2,0,0,0,0,0,1,0,1,0,0,1,0
1218,1,450,3,2,0,0,0,0,0,1,0,0,1,1,0,0
1219,3,850,8,3,0,0,0,0,0,1,0,0,1,0,0,1
1220,2,805,30,3,0,0,0,0,0,1,0,1,0,0,1,0
1221,2,700,7,2,0,0,0,0,0,1,1,0,0,0,1,0
1222,3,1800,10,4,0,0,0,0,0,1,1,0,0,0,0,1
1223,2,669,15,2,0,0,0,0,0,1,0,0,1,1,0,0
1224,1,325,7,1,0,0,0,0,0,1,0,0,1,0,0,1
1225,1,600,5,1,0,0,0,0,0,1,1,0,0,0,1,0
1226,2,725,101,2,0,0,0,0,0,1,0,0,1,0,1,0
1227,2,750,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1228,3,1050,13,3,0,0,0,0,0,1,0,1,0,1,0,0
1229,2,600,18,2,0,0,0,0,0,1,0,0,1,0,1,0
1230,2,1000,10,2,0,0,0,0,0,1,0,1,0,0,1,0
1231,3,1110,9,3,0,0,0,0,0,1,1,0,0,0,1,0
1232,2,650,11,2,0,0,0,0,0,1,0,0,1,0,0,1
1233,3,1100,8,3,0,0,0,0,0,1,0,1,0,0,1,0
1234,3,1100,15,3,0,0,0,0,0,1,0,0,1,0,1,0
1235,3,1110,49,3,0,0,0,0,0,1,0,1,0,0,1,0
1236,3,999,14,2,0,0,0,0,0,1,0,1,0,0,0,1
1237,3,1000,2,3,0,0,0,0,0,1,1,0,0,0,1,0
1238,4,2200,11,5,0,0,0,0,0,1,0,1,0,0,1,0
1239,3,1256,10,3,0,0,0,0,0,1,1,0,0,0,0,1
1240,2,750,17,2,0,0,0,0,0,1,0,1,0,0,0,1
1241,3,889,7,2,0,0,0,0,0,1,0,1,0,0,1,0
1242,2,750,14,2,0,0,0,0,0,1,0,1,0,0,1,0
1243,1,385,6,1,0,0,0,0,0,1,0,0,1,0,0,1
1244,4,1454,5,4,0,0,0,0,0,1,0,0,1,0,1,0
1245,1,480,1,2,0,0,0,0,0,1,0,1,0,0,0,1
1246,2,660,12,2,0,0,0,0,0,1,0,1,0,0,1,0
1247,3,1600,9,3,0,0,0,0,0,1,1,0,0,0,1,0
1248,1,434,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1249,3,1121,7,3,0,0,0,0,0,1,0,0,1,0,1,0
1250,1,620,6,2,0,0,0,0,0,1,0,1,0,0,1,0
1251,3,937,16,2,0,0,0,0,0,1,1,0,0,0,0,1
1252,1,470,6,2,0,0,0,0,0,1,0,1,0,0,1,0
1253,1,410,2,1,0,0,0,0,0,1,0,0,1,0,0,1
1254,3,850,5,3,0,0,0,0,0,1,0,0,1,0,0,1
1255,3,1500,15,4,0,0,0,0,0,1,1,0,0,0,1,0
1256,2,888,12,2,0,0,0,0,0,1,1,0,0,0,1,0
1257,1,380,3,2,0,0,0,0,0,1,0,0,1,1,0,0
1258,1,360,4,1,0,0,0,0,0,1,0,0,1,0,1,0
1259,1,565,1,2,0,0,0,0,0,1,1,0,0,0,1,0
1260,3,2000,25,4,0,0,0,0,0,1,0,1,0,0,1,0
1261,4,1358,25,4,0,0,0,0,0,1,0,1,0,0,0,1
1262,2,661,17,2,0,0,0,0,0,1,0,1,0,0,1,0
1263,1,450,9,2,0,0,0,0,0,1,0,0,1,0,0,1
1264,3,1300,6,3,0,0,0,0,0,1,0,0,1,1,0,0
1265,2,600,4,2,0,0,0,0,0,1,1,0,0,0,0,1
1266,2,900,0,3,0,0,0,0,0,1,0,1,0,0,1,0
1267,1,379,21,1,0,0,0,0,0,1,0,1,0,1,0,0
1268,2,805,8,3,0,0,0,0,0,1,0,1,0,0,0,1
1269,1,650,3,2,0,0,0,0,0,1,1,0,0,0,1,0
1270,1,500,8,2,0,0,0,0,0,1,0,1,0,0,1,0
1271,1,480,5,2,0,0,0,0,0,1,1,0,0,0,0,1
1272,2,550,1,2,0,0,0,0,0,1,0,1,0,0,1,0
1273,3,1600,5,3,0,0,0,0,0,1,1,0,0,0,1,0
1274,3,1400,4,2,0,0,0,0,0,1,0,1,0,0,0,1
1275,3,1500,20,2,0,0,0,0,0,1,0,1,0,0,1,0
1276,3,1050,3,3,0,0,0,0,0,1,0,0,1,1,0,0
1277,3,920,4,3,0,0,0,0,0,1,0,0,1,0,0,1
1278,1,450,8,1,0,0,0,0,0,1,0,1,0,0,1,0
1279,1,440,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1280,3,932,3,3,0,0,0,0,0,1,0,0,1,0,1,0
1281,1,270,15,2,0,0,0,0,0,1,0,0,1,1,0,0
1282,1,379,23,2,0,0,0,0,0,1,0,1,0,1,0,0
1283,2,582,5,2,0,0,0,0,0,1,1,0,0,0,0,1
1284,2,800,6,2,0,0,0,0,0,1,0,1,0,0,1,0
1285,1,444,7,2,0,0,0,0,0,1,0,0,1,0,1,0
1286,1,428,12,1,0,0,0,0,0,1,0,0,1,0,1,0
1287,5,1880,11,4,0,0,0,0,0,1,1,0,0,0,0,1
1288,2,888,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1289,1,490,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1290,3,937,28,4,0,0,0,0,0,1,0,0,1,0,0,1
1291,2,710,12,2,0,0,0,0,0,1,0,0,1,0,0,1
1292,4,1617,15,5,0,0,0,0,0,1,0,1,0,0,1,0
1293,2,836,6,2,0,0,0,0,0,1,0,0,1,0,1,0
1294,2,1200,36,3,0,0,0,0,0,1,0,1,0,0,1,0
1295,2,950,9,2,0,0,0,0,0,1,1,0,0,0,1,0
1296,1,460,10,2,0,0,0,0,0,1,0,1,0,0,1,0
1297,1,585,10,2,0,0,0,0,0,1,0,1,0,0,1,0
1298,2,550,2,2,0,0,0,0,0,1,1,0,0,0,0,1
1299,1,375,9,1,0,0,0,0,0,1,0,0,1,0,1,0
1300,2,700,10,2,0,0,0,0,0,1,1,0,0,0,1,0
1301,2,750,2,2,0,0,0,0,0,1,0,0,1,0,0,1
1302,4,2000,6,4,0,0,0,0,0,1,1,0,0,0,0,1
1303,4,2046,22,5,0,0,0,0,0,1,0,1,0,0,1,0
1304,2,750,3,2,0,0,0,0,0,1,0,1,0,0,1,0
1305,2,730,5,2,0,0,0,0,0,1,0,0,1,0,0,1
1306,2,750,10,2,0,0,0,0,0,1,0,1,0,0,1,0
1307,1,229,5,1,0,0,0,0,0,1,0,1,0,0,1,0
1308,2,910,10,2,0,0,0,0,0,1,0,0,1,1,0,0
1309,4,1648,21,5,0,0,0,0,0,1,0,1,0,0,1,0
1310,3,1100,48,3,0,0,0,0,0,1,0,0,1,0,0,1
1311,1,560,2,2,0,0,0,0,0,1,0,0,1,1,0,0
1312,2,850,4,2,0,0,0,0,0,1,0,0,1,0,1,0
1313,1,450,2,1,0,0,0,0,0,1,0,0,1,0,0,1
1314,2,820,7,2,0,0,0,0,0,1,0,1,0,0,1,0
1315,2,750,10,2,0,0,0,0,0,1,0,0,1,0,1,0
1316,1,410,4,1,0,0,0,0,0,1,0,0,1,0,1,0
1317,1,490,12,2,0,0,0,0,0,1,0,0,1,0,1,0
1318,2,700,11,2,0,0,0,0,0,1,0,0,1,0,1,0
1319,5,3000,8,5,0,0,0,0,0,1,0,1,0,0,1,0
1320,1,560,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1321,2,650,8,2,0,0,0,0,0,1,0,0,1,0,1,0
1322,1,520,2,1,0,0,0,0,0,1,0,1,0,0,1,0
1323,2,850,9,2,0,0,0,0,0,1,0,0,1,0,1,0
1324,2,777,19,2,0,0,0,0,0,1,1,0,0,0,1,0
1325,2,771,15,2,0,0,0,0,0,1,0,0,1,0,1,0
1326,1,400,3,1,0,0,0,0,0,1,0,0,1,0,1,0
1327,2,600,7,2,0,0,0,0,0,1,1,0,0,0,0,1
1328,1,390,101,2,0,0,0,0,0,1,0,1,0,0,1,0
1329,4,3200,2,4,0,0,0,0,0,1,1,0,0,0,1,0
1330,1,450,5,2,0,0,0,0,0,1,1,0,0,0,1,0
1331,1,500,7,2,0,0,0,0,0,1,0,1,0,0,1,0
1332,1,410,6,1,0,0,0,0,0,1,0,1,0,0,1,0
1333,1,160,2,1,0,0,0,0,0,1,0,0,1,0,1,0
1334,2,750,10,2,0,0,0,0,0,1,0,0,1,0,1,0
1335,1,585,3,2,0,0,0,0,0,1,0,0,1,0,0,1
1336,3,1300,12,3,0,0,0,0,0,1,0,1,0,0,0,1
1337,1,350,2,1,0,0,0,0,0,1,1,0,0,0,1,0
1338,1,490,3,2,0,0,0,0,0,1,0,1,0,0,1,0
1339,2,650,5,2,0,0,0,0,0,1,0,0,1,0,0,1
1340,1,225,6,1,0,0,0,0,0,1,0,0,1,0,1,0
1341,2,850,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1342,1,385,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1343,2,800,2,2,0,0,0,0,0,1,0,0,1,0,0,1
1344,4,2500,5,4,0,0,0,0,0,1,1,0,0,0,1,0
1345,4,1526,76,5,0,0,0,0,0,1,0,1,0,0,1,0
1346,1,300,3,1,0,0,0,0,0,1,0,0,1,0,1,0
1347,3,1800,10,3,0,0,0,0,0,1,0,1,0,0,1,0
1348,2,800,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1349,3,890,20,2,0,0,0,0,0,1,1,0,0,0,0,1
1350,2,700,14,2,0,0,0,0,0,1,0,0,1,0,1,0
1351,1,465,3,1,0,0,0,0,0,1,0,1,0,1,0,0
1352,2,900,8,2,0,0,0,0,0,1,1,0,0,0,0,1
1353,3,1073,8,3,0,0,0,0,0,1,0,1,0,0,1,0
1354,1,450,4,1,0,0,0,0,0,1,0,0,1,0,1,0
1355,3,1350,8,3,0,0,0,0,0,1,1,0,0,0,1,0
1356,2,800,5,2,0,0,0,0,0,1,1,0,0,0,1,0
1357,2,600,4,2,0,0,0,0,0,1,0,0,1,1,0,0
1358,2,650,5,2,0,0,0,0,0,1,0,0,1,0,1,0
1359,2,550,3,2,0,0,0,0,0,1,1,0,0,1,0,0
1360,1,840,8,2,0,0,0,0,0,1,0,0,1,0,1,0
1361,3,1121,30,2,0,0,0,0,0,1,1,0,0,0,1,0
1362,2,650,2,2,0,0,0,0,0,1,0,0,1,0,1,0
1363,1,575,14,1,0,0,0,0,0,1,0,0,1,0,1,0
1364,1,475,3,1,0,0,0,0,0,1,1,0,0,0,1,0
1365,2,830,9,2,0,0,0,0,0,1,0,1,0,0,1,0
1366,3,1337,28,3,0,0,0,0,0,1,0,1,0,0,1,0
1367,1,420,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1368,1,310,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1369,3,1800,2,4,0,0,0,0,0,1,1,0,0,0,0,1
1370,3,967,14,3,0,0,0,0,0,1,1,0,0,0,1,0
1371,1,505,4,1,0,0,0,0,0,1,0,1,0,0,1,0
1372,1,275,3,1,0,0,0,0,0,1,0,0,1,0,1,0
1373,2,640,21,2,0,0,0,0,0,1,0,1,0,0,0,1
1374,3,1500,10,3,0,0,0,0,0,1,0,1,0,0,1,0
1375,2,850,10,2,0,0,0,0,0,1,0,1,0,0,1,0
1376,2,900,12,2,0,0,0,0,0,1,0,1,0,0,1,0
1377,1,430,6,2,0,0,0,0,0,1,1,0,0,0,1,0
1378,4,1649,18,3,0,0,0,0,0,1,0,1,0,0,0,1
1379,3,1100,12,3,0,0,0,0,0,1,0,0,1,0,1,0
1380,3,1200,14,3,0,0,0,0,0,1,0,1,0,0,1,0
1381,2,680,5,2,0,0,0,0,0,1,0,0,1,0,0,1
1382,2,600,5,2,0,0,0,0,0,1,0,1,0,1,0,0
1383,4,1560,12,4,0,0,0,0,0,1,0,0,1,0,1,0
1384,5,4500,7,5,0,0,0,0,0,1,1,0,0,1,0,0
1385,2,771,20,2,0,0,0,0,0,1,0,0,1,0,1,0
1386,2,800,7,2,0,0,0,0,0,1,0,1,0,0,1,0
1387,2,800,5,2,0,0,0,0,0,1,0,1,0,1,0,0
1388,3,1425,9,4,0,0,0,0,0,1,1,0,0,1,0,0
1389,4,1750,5,4,0,0,0,0,0,1,0,1,0,0,1,0
1390,1,475,11,2,0,0,0,0,0,1,0,0,1,1,0,0
1391,4,2000,27,5,0,0,0,0,0,1,0,0,1,1,0,0
1392,3,1375,15,3,0,0,0,0,0,1,0,1,0,0,0,1
1393,5,2800,19,5,0,0,0,0,0,1,0,1,0,0,1,0
1394,1,650,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1395,2,600,18,2,0,0,0,0,0,1,0,0,1,1,0,0
1396,1,649,3,1,0,0,0,0,0,1,0,0,1,0,1,0
1397,2,950,2,2,0,0,0,0,0,1,1,0,0,1,0,0
1398,1,225,7,1,0,0,0,0,0,1,0,0,1,0,0,1
1399,2,1000,6,2,0,0,0,0,0,1,1,0,0,0,1,0
1400,1,330,13,1,0,0,0,0,0,1,1,0,0,0,0,1
1401,3,1200,8,3,0,0,0,0,0,1,1,0,0,0,1,0
1402,3,1270,15,3,0,0,0,0,0,1,0,1,0,1,0,0
1403,3,920,14,3,0,0,0,0,0,1,0,0,1,0,1,0
1404,2,630,4,2,0,0,0,0,0,1,0,0,1,0,0,1
1405,2,670,4,2,0,0,0,0,0,1,1,0,0,0,0,1
1406,1,450,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1407,1,265,6,1,0,0,0,0,0,1,0,0,1,0,1,0
1408,2,600,9,2,0,0,0,0,0,1,0,1,0,0,1,0
1409,2,670,7,2,0,0,0,0,0,1,0,0,1,0,0,1
1410,2,650,10,2,0,0,0,0,0,1,0,1,0,0,1,0
1411,1,422,9,2,0,0,0,0,0,1,0,1,0,0,0,1
1412,2,955,8,2,0,0,0,0,0,1,0,0,1,0,1,0
1413,3,1100,6,3,0,0,0,0,0,1,1,0,0,0,1,0
1414,1,300,3,1,0,0,0,0,0,1,0,0,1,1,0,0
1415,2,900,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1416,2,785,2,2,0,0,0,0,0,1,0,0,1,1,0,0
1417,3,1350,20,3,0,0,0,0,0,1,1,0,0,0,0,1
1418,2,900,27,2,0,0,0,0,0,1,0,1,0,0,1,0
1419,1,400,18,1,0,0,0,0,0,1,0,0,1,1,0,0
1420,2,800,19,3,0,0,0,0,0,1,0,1,0,1,0,0
1421,2,895,32,2,0,0,0,0,0,1,0,1,0,0,1,0
1422,1,625,10,1,0,0,0,0,0,1,0,1,0,0,1,0
1423,2,720,5,2,0,0,0,0,0,1,0,1,0,0,1,0
1424,2,750,4,2,0,0,0,0,0,1,1,0,0,0,1,0
1425,3,1663,19,2,0,0,0,0,0,1,0,1,0,0,1,0
1426,2,660,0,2,0,0,0,0,0,1,0,1,0,0,1,0
1427,2,700,0,2,0,0,0,0,0,1,1,0,0,0,1,0
1428,1,377,3,2,0,0,0,0,0,1,0,0,1,0,1,0
1429,2,650,5,2,0,0,0,0,0,1,0,1,0,0,0,1
1430,2,650,5,2,0,0,0,0,0,1,0,0,1,0,1,0
1431,4,2080,34,5,0,0,0,0,0,1,0,1,0,0,1,0
1432,2,700,2,2,0,0,0,0,0,1,0,1,0,0,1,0
1433,1,430,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1434,2,650,15,2,0,0,0,0,0,1,0,0,1,0,0,1
1435,3,890,4,2,0,0,0,0,0,1,1,0,0,0,1,0
1436,2,965,19,2,0,0,0,0,0,1,0,0,1,0,1,0
1437,1,630,3,2,0,0,0,0,0,1,0,1,0,0,1,0
1438,4,2100,35,4,0,0,0,0,0,1,0,1,0,0,1,0
1439,3,1100,9,3,0,0,0,0,0,1,1,0,0,0,0,1
1440,2,730,4,2,0,0,0,0,0,1,0,1,0,0,1,0
1441,3,1380,9,3,0,0,0,0,0,1,0,1,0,0,1,0
1442,3,1100,17,3,0,0,0,0,0,1,0,1,0,0,1,0
1443,1,450,5,1,0,0,0,0,0,1,0,1,0,1,0,0
1444,1,500,3,1,0,0,0,0,0,1,0,0,1,0,1,0
1445,3,1100,9,3,0,0,0,0,0,1,0,1,0,1,0,0
1446,3,868,9,3,0,0,0,0,0,1,0,0,1,0,0,1
1447,2,750,6,2,0,0,0,0,0,1,0,1,0,0,1,0
1448,1,540,2,2,0,0,0,0,0,1,0,0,1,0,1,0
1449,4,2100,21,5,0,0,0,0,0,1,1,0,0,0,0,1
1450,1,450,4,2,0,0,0,0,0,1,0,1,0,0,0,1
1451,3,1600,25,4,0,0,0,0,0,1,0,1,0,0,0,1
1452,1,560,3,2,0,0,0,0,0,1,0,1,0,1,0,0
1453,1,500,2,1,0,0,0,0,0,1,0,0,1,1,0,0
1454,1,305,2,1,0,0,0,0,0,1,0,0,1,0,1,0
1455,3,970,1,2,0,0,0,0,0,1,1,0,0,0,1,0
1456,1,480,4,1,0,0,0,0,0,1,0,0,1,0,1,0
1457,2,720,1,2,0,0,0,0,0,1,0,1,0,0,1,0
1458,2,950,7,2,0,0,0,0,0,1,0,1,0,0,0,1
1459,4,3200,24,4,0,0,0,0,0,1,1,0,0,0,1,0
1460,3,1450,18,3,0,0,0,0,0,1,1,0,0,0,0,1
1461,2,774,10,2,0,0,0,0,0,1,0,1,0,0,0,1
1462,1,450,2,1,0,0,0,0,0,1,0,0,1,0,0,1
1463,3,1000,1,3,0,0,0,0,0,1,0,1,0,1,0,0
1464,1,340,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1465,1,430,14,2,0,0,0,0,0,1,0,1,0,0,1,0
1466,2,722,4,2,0,0,0,0,0,1,0,0,1,0,1,0
1467,3,1152,12,2,0,0,0,0,0,1,1,0,0,0,1,0
1468,1,641,3,1,0,0,0,0,0,1,0,0,1,0,1,0
1469,2,810,4,2,0,0,0,0,0,1,1,0,0,0,1,0
1470,2,800,5,2,0,0,0,0,0,1,1,0,0,0,0,1
1471,2,875,12,2,0,0,0,0,0,1,0,0,1,0,1,0
1472,2,700,8,2,0,0,0,0,0,1,0,0,1,0,0,1
1473,1,420,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1474,3,1400,1,3,0,0,0,0,0,1,1,0,0,0,1,0
1475,2,758,12,2,0,0,0,0,0,1,0,1,0,0,1,0
1476,4,2880,45,5,0,0,0,0,0,1,0,0,1,1,0,0
1477,1,480,7,2,0,0,0,0,0,1,1,0,0,0,1,0
1478,1,550,6,2,0,0,0,0,0,1,0,0,1,1,0,0
1479,2,900,60,2,0,0,0,0,0,1,0,1,0,1,0,0
1480,1,400,8,1,0,0,0,0,0,1,0,0,1,0,1,0
1481,2,760,9,2,0,0,0,0,0,1,0,1,0,0,1,0
1482,4,2800,36,5,0,0,0,0,0,1,0,0,1,1,0,0
1483,1,400,10,1,0,0,0,0,0,1,0,1,0,0,1,0
1484,4,1962,18,5,0,0,0,0,0,1,0,1,0,0,1,0
1485,3,1100,6,3,0,0,0,0,0,1,0,1,0,0,1,0
1486,2,800,1,2,0,0,0,0,0,1,0,1,0,0,1,0
1487,2,590,7,2,0,0,0,0,0,1,0,0,1,0,0,1
1488,2,600,14,2,0,0,0,0,0,1,0,1,0,0,1,0
1489,4,2500,24,6,0,0,0,0,0,1,0,1,0,0,1,0
1490,2,670,17,2,0,0,0,0,0,1,0,0,1,0,1,0
1491,2,960,16,2,0,0,0,0,0,1,0,1,0,0,1,0
1492,2,1500,4,3,0,0,0,0,0,1,0,1,0,0,1,0
1493,1,500,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1494,3,1120,8,2,0,0,0,0,0,1,1,0,0,0,0,1
1495,4,2729,20,5,0,0,0,0,0,1,0,1,0,1,0,0
1496,3,3354,0,3,1,0,0,0,0,0,1,0,0,0,1,0
1497,2,800,3,2,1,0,0,0,0,0,0,1,0,0,1,0
1498,2,1000,0,2,1,0,0,0,0,0,0,1,0,0,1,0
1499,2,1040,4,2,1,0,0,0,0,0,1,0,0,0,1,0
1500,3,1403,1,3,1,0,0,0,0,0,0,1,0,0,1,0
1501,2,600,3,1,1,0,0,0,0,0,1,0,0,0,1,0
1502,4,2608,1,3,1,0,0,0,0,0,0,1,0,1,0,0
1503,2,850,1,2,1,0,0,0,0,0,0,1,0,0,0,1
1504,1,400,1,1,1,0,0,0,0,0,0,0,1,0,1,0
1505,2,1000,3,2,1,0,0,0,0,0,0,1,0,0,1,0
1506,3,1350,5,3,1,0,0,0,0,0,0,1,0,1,0,0
1507,2,800,1,2,1,0,0,0,0,0,0,1,0,0,1,0
1508,1,350,3,1,1,0,0,0,0,0,0,1,0,0,1,0
1509,1,900,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1510,3,2000,1,3,1,0,0,0,0,0,0,1,0,0,1,0
1511,2,700,1,2,1,0,0,0,0,0,0,1,0,0,1,0
1512,1,600,1,1,1,0,0,0,0,0,0,1,0,0,1,0
1513,2,700,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1514,1,600,2,1,1,0,0,0,0,0,0,1,0,1,0,0
1515,2,1400,0,3,1,0,0,0,0,0,1,0,0,0,1,0
1516,1,600,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1517,2,770,8,2,1,0,0,0,0,0,1,0,0,0,1,0
1518,2,900,1,2,1,0,0,0,0,0,0,1,0,0,0,1
1519,1,500,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1520,2,1100,1,2,1,0,0,0,0,0,0,0,1,0,1,0
1521,1,500,1,1,1,0,0,0,0,0,0,1,0,0,1,0
1522,3,1260,0,3,1,0,0,0,0,0,1,0,0,0,1,0
1523,3,1750,2,3,1,0,0,0,0,0,0,1,0,0,1,0
1524,1,600,1,1,1,0,0,0,0,0,0,1,0,1,0,0
1525,1,450,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1526,2,800,3,1,1,0,0,0,0,0,0,1,0,0,1,0
1527,1,400,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1528,2,600,1,2,1,0,0,0,0,0,0,0,1,1,0,0
1529,1,400,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1530,2,900,0,2,1,0,0,0,0,0,1,0,0,0,1,0
1531,2,1200,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1532,2,1045,1,2,1,0,0,0,0,0,0,1,0,1,0,0
1533,3,1021,10,3,1,0,0,0,0,0,1,0,0,1,0,0
1534,3,1200,0,2,1,0,0,0,0,0,0,0,1,0,1,0
1535,2,1000,1,1,1,0,0,0,0,0,0,0,1,0,1,0
1536,2,1280,2,2,1,0,0,0,0,0,1,0,0,0,1,0
1537,1,450,1,1,1,0,0,0,0,0,0,1,0,0,1,0
1538,2,450,2,2,1,0,0,0,0,0,0,0,1,0,1,0
1539,1,600,3,2,1,0,0,0,0,0,0,1,0,0,1,0
1540,2,800,2,2,1,0,0,0,0,0,0,1,0,0,1,0
1541,1,500,2,1,1,0,0,0,0,0,0,0,1,0,1,0
1542,3,1680,7,3,1,0,0,0,0,0,0,1,0,0,1,0
1543,3,2000,23,3,1,0,0,0,0,0,0,1,0,1,0,0
1544,1,500,1,1,1,0,0,0,0,0,0,1,0,1,0,0
1545,1,500,2,1,1,0,0,0,0,0,0,1,0,1,0,0
1546,1,800,2,1,1,0,0,0,0,0,0,0,1,0,1,0
1547,2,1100,2,2,1,0,0,0,0,0,0,1,0,0,0,1
1548,2,1200,3,2,1,0,0,0,0,0,0,1,0,0,1,0
1549,1,500,2,1,1,0,0,0,0,0,0,0,1,0,1,0
